"If you are willing to buy this book for church, please write your name in Column A and drop it off at Room#215 on Sundays",,,,,,,,,,,
,,,,,,,,,,,
Donated By,#,Book Title,Denomination. ,Category by Age,Publisher,New/Used,Unit Price,Qty,Price,Link to Purchase,
,174,Child's Guide to First Holy Communionby Elizabeth Ficocelli,Catholic,5-9,Paulist Press (Catholic),used,4,1,4,https://www.worldofbooks.com/products/child-s-guide-to-first-holy-communion-book-elizabeth-ficocelli-9780809167081?sku=CIN0809167085VG&gad_source=1&gad_campaignid=22715009701&gbraid=0AAAAAC04ib11tXH6eJOGK38i8mQqrkBj5&gclid=CjwKCAjwvsvTBhBaEiwAmf-3np_3nLHz7EYh-tLZOimiim1tZ5BO32cpj2mH9iZpeOxwD-nmLPmc8hoCBIIQAvD_BwE,
,175,My Confirmation Book,Catholic,10-14,Our Sunday Visitor (catholic),used,6,1,6,https://www.betterworldbooks.com/product/detail/my-confirmation-book-9781612613574?shipto=US&curcode=USD&utm_source=google&utm_medium=cpc&utm_campaign=pMax-Used-USA&utm_content=&utm_term=&creative=&device=c&placement=&gad_source=1&gad_campaignid=16440140764&gbraid=0AAAAADMQnG-Ulq2xI30cALI0OuoBHilE5&gclid=CjwKCAjwvsvTBhBaEiwAmf-3nocFu5IZjd08GtH3PO89PKdRvXM0w8G4VFB74uWc0cf43am_NPqJrxoC4loQAvD_BwE,
,176,Leo XIV: The Pope from Both Americas,Catholic,7 & up,Ignatius Press (Catholic),new,16,1,16,https://www.catholiccompany.com/products/leo-xiv-the-pope-from-both-americas?variant=52141408813365&utm_term=&utm_campaign=&utm_source=adwords&utm_medium=ppc&hsa_acc=1453680900&hsa_cam=22798195594&hsa_grp=&hsa_ad=&hsa_src=x&hsa_tgt=&hsa_kw=&hsa_mt=&hsa_net=adwords&hsa_ver=3&gad_source=4&gad_campaignid=22788669336&gbraid=0AAAAAD_gYDEu304hhtt8Xr8c5dCv6YGk0&gclid=CjwKCAjwvsvTBhBaEiwAmf-3nkES2P-0zIYd0E9hrkS6ZFYBmBwX6EJ0uz6tDlXyOcfd0XhDBCrRCxoC0H8QAvD_BwE,
,177,Good Pictures Bad Pictures Jr.,Catholic compatible,3-7,Defend Young Minds,used,17,1,17,https://www.solutioninn.com/textbooks/good-pictures-bad-pictures-jr-a-simple-plan-to-protect-young-minds-1st-edition-978-0997318791-1149750?utm_source=gmc&utm_source=google&utm_medium=cpc&utm_campaign=pmax_textbooks&src=pmax_paid&campaign_type=textbooks_gm&backup_gclid=CjwKCAjwvsvTBhBaEiwAmf-3nikeg4HBLMwdh18hnbeUHk_bCHkYqXABHOCLHGOnTwB8-B7P4tcgBxoC3_gQAvD_BwE&product_id=9780997318791&gclid=CjwKCAjwvsvTBhBaEiwAmf-3nikeg4HBLMwdh18hnbeUHk_bCHkYqXABHOCLHGOnTwB8-B7P4tcgBxoC3_gQAvD_BwE&gad_source=4&gad_campaignid=23865918926&gbraid=0AAAAAod5tGYAzmdIJ-cO7FajaLXDh7aax,
,178,The Adventures of Loupio Vol. 7: Fire and Ashes,Catholic,7-12,Magnificat & Ignatius Press (Catholic),used,9,1,9,https://shop.catholicsupply.com/the-adventures-of-loupio-vol-7-the-fire-and-other-stories-pb.aspx?gad_source=4&gad_campaignid=15729367351&gbraid=0AAAAADFzrAx2wDpDmRZDviQYuPEl7SXNu&gclid=CjwKCAjwvsvTBhBaEiwAmf-3nuB7L_0UbJ1dakGLHEAjEgJy_Dwo3DTkyqtNEggVFwrI7fe2H9rdSxoCNtUQAvD_BwE,
,179,Saint Cecelia: The Patroness of Music,Catholic,5-9,Catholic Book Publishing Corp.,used,15,1,15,https://www.thriftbooks.com/w/life-of-st-cecilia-virgin-and-martyr/26591738/item/59385081/?utm_source=google&utm_medium=cpc&utm_campaign=shopping_new_condition_books_high_14637440387&utm_adgroup=&utm_term=&utm_content=545813731367&gad_source=4&gad_campaignid=14637440387&gbraid=0AAAAADwY45g6UbBx-2F9sWb4YP-GPhrw1&gclid=CjwKCAjwvsvTBhBaEiwAmf-3nnYx3hWleOQgZLSJaIkcPPQE2raaLUzTa4GwT1ypiGFfjLp4zqI5MRoCn1wQAvD_BwE#idiq=59385081&edition=66661393,
,180,Saint Lucy: The Patroness of Light,Catholic,5-9,Catholic Book Publishing Corp.,new,11,1,11,https://www.walmart.com/ip/Lucy-The-Little-Light-of-Syracuse-Saint-Lucy-the-Virgin-Martyr-283-304a-d-Paperback-9798296594280/17496862255?wmlspartner=wlpa&selectedSellerId=0&veh=seo_fpl&cn=google,
,181,Lily of the Mohawks: Saint Kateri Tekakwitha,Catholic,8-14,Voyage Comics (Catholic),used,7,1,7,https://www.catholiccompany.com/products/lily-of-the-mohawks-saint-kateri-tekakwitha?variant=51163683651893&utm_term=&utm_campaign=&utm_source=adwords&utm_medium=ppc&hsa_acc=1453680900&hsa_cam=22798195594&hsa_grp=&hsa_ad=&hsa_src=x&hsa_tgt=&hsa_kw=&hsa_mt=&hsa_net=adwords&hsa_ver=3&gad_source=4&gad_campaignid=22788669336&gbraid=0AAAAAD_gYDEu304hhtt8Xr8c5dCv6YGk0&gclid=CjwKCAjwvsvTBhBaEiwAmf-3nruAGB-nRHfHVR19YNCUobKDb12goLvUFpSVLN51VUoZlAdJ_ukuZRoC-lUQAvD_BwE,
,182,Maximilian: Saint of Auschwitz (for youth),Catholic,9-14,Sophia Institute Press (Catholic),new,12,1,12,https://www.barnesandnoble.com/w/maximilian-kolbe-elaine-murray-stone/1114505386?ean=9780809166374,
,183,A Little Book About Confession for Children,Catholic,6-10,Ignatius Press (Catholic),used,4,1,4,https://www.worldofbooks.com/products/little-book-about-confession-for-children-book-kendra-tierney-9781586179304?sku=CIN1586179306G&gad_source=1&gad_campaignid=21957266543&gbraid=0AAAAAC04ib3QRMPoZCoQWjTqiNIxmXwE9&gclid=CjwKCAjwvsvTBhBaEiwAmf-3nooOzxpa_HtkEXzRmjlgRyyqgdYFOA_J6yyXnvfKJAcN8FfIEzzOaBoCqP8QAvD_BwE,
,184,Treasure Box Books Set 1-20,Catholic,2-8,TAN Books (Catholic),used,46,1,46,https://www.thriftbooks.com/w/catholic-childrens-treasure-box-vols-1-10_maryknoll-sisters/14197345/item/61432186/?utm_source=google&utm_medium=cpc&utm_campaign=shopping_new_condition_books_high_14637440387&utm_adgroup=&utm_term=&utm_content=545752455739&gad_source=1&gad_campaignid=14637440387&gbraid=0AAAAADwY45hlBaqpkhLXUYe1ssmn8WeQP&gclid=CjwKCAjwvsvTBhBaEiwAmf-3nhmbilAi79dTOlkOQGC9OxV696MRXlvVpC2wC7NbY9khvWXQDIQnfRoChN0QAvD_BwE#idiq=61432186&edition=15053681,
,185,The Great Adventure Kids Bible,Catholic,8-12,Ascension Press (Catholic),used,6,1,6,https://www.worldofbooks.com/products/great-bible-adventure-book-sandy-silverthorne-9780890818428?sku=CIN0890818428VG&gad_source=1&gad_campaignid=21951251496&gbraid=0AAAAAC04ib1R3LfA2maCccdy_B0pbDDMc&gclid=CjwKCAjwvsvTBhBaEiwAmf-3njf2pOwI0hvc7Rw77SYNbX4jS9CGUTT6VWl7REW1MaQ3oh0rvC4wzRoCzMUQAvD_BwE,
,186,The Catholic Youth Bible 4th Edition,Catholic,12-18,Saint Mary's Press (Catholic),used,6,1,6,https://www.thriftbooks.com/w/the-catholic-youth-bible-new-revised-standard-version-pray-it-study-it-live-it_anonymous/293204/item/2798110/?utm_source=google&utm_medium=cpc&utm_campaign=high_vol_midlist_standard_shopping_customer_acquisition_20381777654&utm_adgroup=&utm_term=&utm_content=666157863328&gad_source=1&gad_campaignid=20381777654&gbraid=0AAAAADwY45heXE3P6a_dngO8FJdgYkKqF&gclid=CjwKCAjwvsvTBhBaEiwAmf-3no8RLMd9ViV1BOKNvMrwBtuUhl9FNpbWdR-36re_ed5N9i_vxS446RoCAukQAvD_BwE#idiq=2798110&edition=7797166,
,187,Good Pictures Bad Pictures: Porn-proofing Today's Young Kids,Catholic compatible,8-12,Defend Young Minds,used,8,1,8,https://www.abebooks.com/servlet/BookDetailsPL?bi=32413759864&dest=USA,
,188,Tweeting with God,Catholic,13 & up,Ignatius Press (Catholic),used,5,1,5,https://www.worldofbooks.com/products/tweeting-with-god-book-fr-michel-remery-9781621640158?sku=CIN1621640159G&gad_source=1&gad_campaignid=22584138175&gbraid=0AAAAAC04ib0-EFOAWy1Rg7v3oeT_t0uKI&gclid=CjwKCAjwvsvTBhBaEiwAmf-3nnywORyLQ-XrqUZrHU-xCr-i53o8Txjm912KrMRVN4A1DdEnv6DtjxoCdJUQAvD_BwE,
,189,Tweeting with God Manual,Catholic,18 & up,Ignatius Press (Catholic),used,9,1,9,https://www.thriftbooks.com/w/tweeting-with-god--big-bang-prayer-bible-sex-crusades-sin-career---_michael-remery/9572384/item/59689338/?utm_source=google&utm_medium=cpc&utm_campaign=shopping_new_condition_books_high_14637440387&utm_adgroup=&utm_term=&utm_content=545821544816&gad_source=4&gad_campaignid=14637440387&gbraid=0AAAAADwY45g6UbBx-2F9sWb4YP-GPhrw1&gclid=CjwKCAjwvsvTBhBaEiwAmf-3nk-0ijeqEMOb6KGfiFNRG0DZJKk4Pg_Q4QiAUTRnEep0HbzOdgxsfxoCru4QAvD_BwE#idiq=59689338&edition=53620352,
,191,Prove It\! Church,Catholic,12-17,Our Sunday Visitor (Catholic),new,13,1,13,https://olopgiftshop.com/products/Prove-It-Church-p655092217?srsltid=AfmBOopjqFvRFGhzBvr9WX6PGcdV2B-35K_RR8Di9fJ8pOr6gB0NC6LeXc0,
,192,Prove It\! Prayer,Catholic,12-17,Our Sunday Visitor (Catholic),used,10,1,10,https://catholicbookandgifts.com/products/prove-it-prayer?variant=43289714262235&country=US&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&srsltid=AfmBOoqmxG1H7QcB_BRC2uiJ2Jc13dV_T-A2J3fAw0eQNYePrKb3MnVDKF0,
,193,Prove It\! God,Catholic,12-17,Our Sunday Visitor (Catholic),used,5,1,5,https://www.worldofbooks.com/products/prove-it-god-book-amy-welborn-9781592766833?sku=CIN1592766838VG,
,194,Yes or No? Straight Answers to Tough Questions About Christianity by Peter Kreeft,Catholic,14 & up,Ignatius Press (Catholic),used,14,1,14,https://www.christianbook.com/straight-answers-tough-questions-about-christianity/peter-kreeft/9780898703580/pd/8703581?en=google&event=SHOP&kw=ingram-0-20%7C8703581&p=1179710&srsltid=AfmBOoq7o-fIC_TtJrX53eUxUDSoXvGkroP4wkutFHQjrJirTecOFzWowZ0,
,195,Judith: Captive to Conqueror,Catholic,10-16,Manga Hero partnered with Pauline Books & Media (Catholic),used,16,1,16,https://www.abebooks.com/servlet/BookDetailsPL?bi=32439149217&dest=USA,
,196,The Swiss Guard: Protectors of the Pope (Graphic Novel),Catholic,10 & up,Ignatius Press (Catholic),new,17,1,17,https://ignatius.com/the-swiss-guard-6sgh/,
,197,Shadow of His Wings: A Graphic Biography of Fr. Gereon Goldmann,Catholic,10-15,Augustine Institute and Ignatius Press (Catholic),used,11,1,11,https://www.thriftbooks.com/w/the-shadow-of-his-wings-a-graphic-biography-of-fr-gereon-goldmann_gereon-goldmann_max-temesou/52750554/item/33736626/?utm_source=google&utm_medium=cpc&utm_campaign=us_shopping_zombies_hvs_21811042479&utm_adgroup=&utm_term=&utm_content=717524850233&gad_source=1&gad_campaignid=21811042479&gbraid=0AAAAADwY45hFBUTYlmqgXvwKuIAKmIjfZ&gclid=CjwKCAjwvsvTBhBaEiwAmf-3nsEUa762ejXtKtjUADMKTqwG0EQweV7u2ANV89hCktWGbEGV4lkDmhoCxCYQAvD_BwE#idiq=33736626&edition=10815985,
,198,Saint Philip of the Joyous Heart (Vision Books),Catholic,9-15,Ignatius Press (Catholic),used,11,1,11,https://www.betterworldbooks.com/product/detail/saint-philip-of-the-joyous-heart-9780898704310?shipto=US&curcode=USD&utm_source=google&utm_medium=cpc&utm_campaign=pMax-Used-Top-USA&utm_content=&utm_term=&creative=&device=c&placement=&gad_source=1&gad_campaignid=22602002577&gbraid=0AAAAADMQnG95a6myJNvoOCSqOtEBXP9-O&gclid=CjwKCAjwvsvTBhBaEiwAmf-3nu27twIWwtLVi8vPqizIcQK_qif-yHpIntJwyPCLjfFPZ9QFiGXzqBoCe4sQAvD_BwE,
,199,Saint Joan: The Girl Soldier by Louis de Wohl (Vision Books),Catholic,9-15,Ignatius Press (Catholic),used,8,1,8,https://www.worldofbooks.com/products/saint-joan-book-louis-de-wohl-9780898708226?sku=CIN0898708222VG&gad_source=1&gad_campaignid=21950873028&gbraid=0AAAAAC04ib1mDJVGdoJNQD29RICgeVTBV&gclid=CjwKCAjwvsvTBhBaEiwAmf-3nlPTP4vt9gjMV22QseebHcwCmAG1Y6EZxClfep_Fi2R9IJQYAqUk0xoCsGMQAvD_BwE,
,200,Saint Maximilian Kolbe: Knight fo the Immaculata (Vision Books),Catholic,9-15,Ignatius Press (Catholic),used,10,1,10,https://www.christianbook.com/saint-maximilian-kolbe-hero-the-holocaust/9781621643227/pd/64322X?en=google&event=SHOP&kw=ingram-0-20%7C64322X&p=1179710&utm_source=google&p=1234083&dv=c&cb_src=google&cb_typ=shopping&cb_cmp=20379181146&cb_adg=157175267691&cb_kyw=&utm_medium=shopping&gad_source=1&gad_campaignid=20379181146&gbraid=0AAAAAD_dTHYjNeKf-4eyZ_wgQESATGN79&gclid=CjwKCAjwvsvTBhBaEiwAmf-3no0G9GhG-J-GxSCRhXs526WhCig8W2E5rNupZXP1ctIbKdq4I0VsKxoC6D0QAvD_BwE,
,201,Saint Helena and the True Cross (Vision Books),Catholic,9-15,Ignatius Press (Catholic),new,10,1,10,https://www.stjudeshop.com/shop-religious-articles/books-journals-audio-books/biographies/st-helena-and-the-true-cross-by-louis-de-wohl/?sku=9781586175986&srsltid=AfmBOooL0Mt18Uptm4AICE0Ie9rJ7lAii3i30bDItmjn4vt9lCqJdXrToGk,
,202,Why We're Catholic (Trent Horn),Catholic,13 & up,Catholic Answers Press,used,6,1,6,https://www.betterworldbooks.com/product/detail/why-were-catholic-our-reasons-for-faith-hope-and-love-9781683570240?shipto=US&curcode=USD&utm_source=google&utm_medium=cpc&utm_campaign=pMax-Used-USA&utm_content=&utm_term=&creative=&device=c&placement=&gad_source=1&gad_campaignid=16440140764&gbraid=0AAAAADMQnG-Ulq2xI30cALI0OuoBHilE5&gclid=CjwKCAjwvsvTBhBaEiwAmf-3nmmQRyweasWViPMWl7e_ROThIBYLUr5tRO7en16SkRwvWIE6tjSJHxoCSFYQAvD_BwE,
,203,The Illustrated Gospel for Children (commentary for youth),Catholic,5-11,Magnificat & Ignatius Press (Catholic),used,7,1,7,https://www.thriftbooks.com/w/the-illustrated-gospel-for-children_christine-ponsard_jean-francois-kieffer/602863/item/16878813/?utm_source=google&utm_medium=cpc&utm_campaign=us_shopping_zombies_hvml_22797775610&utm_adgroup=&utm_term=&utm_content=764091475358&gad_source=4&gad_campaignid=22797775610&gbraid=0AAAAADwY45iJ8TIT6OA1FOigKloWfnihz&gclid=CjwKCAjwvsvTBhBaEiwAmf-3nqe_SidsXPbwuYMbJB7u8S8nB1kW8GIGDYo5lvic2grdZ40fV-X3mRoC1AgQAvD_BwE#idiq=16878813&edition=6614700,
,204,Tell Me About The Catholic Faith (catechetical foundation),Catholic,7-10,Magnificat & Ignatius Press (Catholic),used,16,1,16,https://www.christianbook.com/about-catholic-faith-from-bible-sacraments/9781586178130/pd/178133?en=google&event=SHOP&kw=ingram-0-20%7C178133&p=1179710&utm_source=google&p=1229913&dv=c&cb_src=google&cb_typ=shopping&cb_cmp=23253333512&cb_adg=191394761951&cb_kyw=&utm_medium=shopping&gad_source=4&gad_campaignid=23253333512&gbraid=0AAAAAD_dTHbAoHTldZZX37t_b9qeRM9NN&gclid=CjwKCAjwvsvTBhBaEiwAmf-3nqGEH6zcbHvWYM6K9SDfB4bV1JZNEQ_FOTbbBK-tBjyYj4iSAjde6BoCMOQQAvD_BwE,
,205,Rules of Civility and Decent Behaviour in Company and Conversation by George Washington,Catholic compatible maybe. He copied an English translation of a guide originally composed by French Jesuit priests in 1595,9 & up,[Various publishers available for this book],used,9,1,9,https://www.thriftbooks.com/w/george-washingtons-rules-of-civility--decent-behavior-in-company-and-conversation-little-books-of-wisdom_george-washington/398748/item/50344360/?utm_source=google&utm_medium=cpc&utm_campaign=shopping_new_condition_books_high_14637440387&utm_adgroup=&utm_term=&utm_content=545682125679&gad_source=4&gad_campaignid=14637440387&gbraid=0AAAAADwY45g6UbBx-2F9sWb4YP-GPhrw1&gclid=CjwKCAjwvsvTBhBaEiwAmf-3nklY1hGPOwNRPZGgt-KHo9zz0HHP3R-Xcrr5B5i4C74_sdpMMcsthBoC7dQQAvD_BwE#idiq=50344360&edition=14815958,
,206,The Rules of Christian Decorum and Civility,Catholic,14 & up,Christian Brothers Conference (Catholic),new,19,1,19,https://www.smp.org/product/9209/The-Rules-of-Christian-Decorum-and-Civility/?srsltid=AfmBOorE3pWX9K_UMOK204BY4oOycufQYy-LKgtcKk0ltFE8oEQuhWzx,
,207,Catholic Manual of Civility,Catholic,10 & up,"Tradition in Action, Inc. ",used,16,1,16,https://www.thriftbooks.com/w/catholic-manual-of-civility/2902551/item/11188440/?utm_source=google&utm_medium=cpc&utm_campaign=us_shopping_edu_reference_used_22874047563&utm_adgroup=&utm_term=&utm_content=768533708290&gad_source=1&gad_campaignid=22874047563&gbraid=0AAAAADwY45ib7PMaSDI09v-MkUKKqxD5M&gclid=CjwKCAjwvsvTBhBaEiwAmf-3nhBMKNNxGAdQF-Hh0ZZKgGSM9S7F2yZ9rgwCqyrRpci45WIv6SEUZBoC8N0QAvD_BwE#idiq=11188440&edition=6205325,
,208,Ten Keys to Good Manners,Catholic,7 & up,Magnificat & Ignatius Press (Catholic),used,9,1,9,https://www.thriftbooks.com/w/ten-keys-to-good-manners/54917528/item/89955354/?utm_source=google&utm_medium=cpc&utm_campaign=us_shopping_zombies_lvs_21821394433&utm_adgroup=&utm_term=&utm_content=717446094193&gad_source=1&gad_campaignid=21821394433&gbraid=0AAAAADwY45iVK77iucyFkWq9wBP_7GSpx&gclid=CjwKCAjwvsvTBhBaEiwAmf-3np0dwSbDRl1AqlfQMJ3okAUpSNklm0pwbMPibJgHR9-aws7rm6MxjRoC7m8QAvD_BwE#idiq=89955354&edition=72832048,
,209,Everyday Graces: A Child's Book of Good Manners,General Christian,4-11,ISI Books/Regnery Publishing,new,22,1,22,https://www.amazon.com/Everyday-Graces-Childs-Book-Manners/dp/1932236090,
,210,The Catholic Gentleman: Living Authentic Manhood Today,Catholic,14 & up,Ignatius Press (Catholic),used,12,1,12,https://www.thriftbooks.com/w/the-catholic-gentleman-living-authentic-manhood-today/19906930/item/36689442/?utm_source=google&utm_medium=cpc&utm_campaign=us_shopping_zombies_hvs_21811042479&utm_adgroup=&utm_term=&utm_content=717524850233&gad_source=1&gad_campaignid=21811042479&gbraid=0AAAAADwY45hFBUTYlmqgXvwKuIAKmIjfZ&gclid=CjwKCAjwvsvTBhBaEiwAmf-3nvsguzMybGmLWzXe4g1Dw9liQu-NyWjAhp_CVLrgEFykTUXBThEArhoCf9YQAvD_BwE#idiq=36689442&edition=21175505,
,211,The Catholic Girl's Guide: Counsels and Devotions for Girls in the Ordinary Walks of Life,Catholic,12 & up,TAN Books (Catholic),used,22,1,22,https://www.catholiccompany.com/products/the-catholic-girls-guide?variant=50911896600885&utm_term=&utm_campaign=&utm_source=adwords&utm_medium=ppc&hsa_acc=1453680900&hsa_cam=22798195594&hsa_grp=&hsa_ad=&hsa_src=x&hsa_tgt=&hsa_kw=&hsa_mt=&hsa_net=adwords&hsa_ver=3&gad_source=1&gad_campaignid=22788669336&gbraid=0AAAAAD_gYDEA5aE_gzXxSjQwjEbLQZNbw&gclid=CjwKCAjwvsvTBhBaEiwAmf-3nr0Iy64Ho5Ow-Q12deqpVk1RHCut_J9SZ9DoZ2bCN1hHpqp-kuHP2BoCiI4QAvD_BwE,
,212,Dressing with Dignity,Catholic,12 & up,TAN Books (Catholic),used,6,1,6,https://www.thriftbooks.com/w/dressing-with-dignity_colleen-hammond/278129/item/9992603/?utm_source=google&utm_medium=cpc&utm_campaign=high_vol_midlist_standard_shopping_customer_acquisition_20381777654&utm_adgroup=&utm_term=&utm_content=666157863328&gad_source=1&gad_campaignid=20381777654&gbraid=0AAAAADwY45heXE3P6a_dngO8FJdgYkKqF&gclid=CjwKCAjwvsvTBhBaEiwAmf-3npAASsgJU9zQoxuqbub8N3fq9eBprVPCD7NJlNzkOK-TPEAoJrz97xoCjD0QAvD_BwE#idiq=9992603&edition=3042563,
,213,Beautiful Girlhood,General Christian,11-14,Lulu Press,used,6,1,6,https://www.worldofbooks.com/products/beautiful-girlhood-book-mabel-hale-9781387971619?sku=CIN1387971611G&gad_source=1&gad_campaignid=21956371336&gbraid=0AAAAAC04ib3sHauG6lbyn9p9h28Gp6UCn&gclid=CjwKCAjwvsvTBhBaEiwAmf-3ni_qXwrVvVoxHRlHmBbFRoUu5ZVRI_hzZ0JHRci4K5mLkHXARJPTYRoCnX8QAvD_BwE,
,214,Sixty Saints for Girls,Catholic,7-12,Angelico Press (Catholic),used,16,1,16,https://www.thriftbooks.com/w/sixty-saints-for-girls_joan-windham/323722/item/34875280/?utm_source=google&utm_medium=cpc&utm_campaign=us_shopping_childrens_22852179116&utm_adgroup=&utm_term=&utm_content=766933689252&gad_source=1&gad_campaignid=22852179116&gbraid=0AAAAADwY45jehVqhEXbYsnOVyAVqiOODy&gclid=CjwKCAjwvsvTBhBaEiwAmf-3ngpPOU5W70WAAopmWl6f-AZqMUUYIHEf4LGlkP_T4jl10oNlce7FOxoCQ18QAvD_BwE#idiq=34875280&edition=8938765,
,215,Ablaze: Stories of Daring Teen Saints,Catholic,12-16,Pauline Books & Media (Catholic),used,9,1,9,https://www.thriftbooks.com/w/ablaze-stories-of-daring-teen-saints_colleen-swaim/330747/item/3821405/?utm_source=google&utm_medium=cpc&utm_campaign=us_shopping_zombies_hvml_22797775610&utm_adgroup=&utm_term=&utm_content=764091475358&gad_source=1&gad_campaignid=22797775610&gbraid=0AAAAADwY45jVzZKvY2t8sUpeT9A9lQY9u&gclid=CjwKCAjwvsvTBhBaEiwAmf-3nj3AD8cHd5IozL7AKvyqFI10MPpb1qJIUFP2rWmWbDatN55CZLdHWhoCQB0QAvD_BwE#idiq=3821405&edition=6496825,
,216,Catholic Stories for Boys and Girls,Catholic,7-11,TAN Books (Catholic),new,70,1,70,https://tanbooks.com/products/catholic-stories-for-boys-and-girls-set-of-4/?sku=NP9055&gc_id=12292385187&h_ad_id=497215801881&gad_source=1&gad_campaignid=12292385187&gbraid=0AAAAADyykAzCbYIjEGRu6PHtgDQqsJ5_X&gclid=CjwKCAjwvsvTBhBaEiwAmf-3nmdvD80zRT01QQk5-XgQ65xJW4atdWMcdvgsRYHtQZaGh3vqcEYQ0BoCWCEQAvD_BwE,
,217,My Catholic Children's Bible ,Catholic,4-9,TAN Books (Catholic),new,30,1,30,https://tanbooks.com/products/books/my-catholic-childrens-bible/?sku=SB7721&gc_id=12292385187&h_ad_id=497215801881&gad_source=1&gad_campaignid=12292385187&gbraid=0AAAAADyykAzCbYIjEGRu6PHtgDQqsJ5_X&gclid=CjwKCAjwvsvTBhBaEiwAmf-3nqhymY_9wpJS5g8uphAucRwm0wuW7NUJHEjV6s-leS8G3mqFWXGgqxoCcWQQAvD_BwE,
,218,My Very First Bible Stories,Catholic compatible,0-5,DK Publishing,used,7,1,7,https://www.thriftbooks.com/w/my-very-first-bible-stories_gabrielle-mercer/2069949/item/32756184/?utm_source=google&utm_medium=cpc&utm_campaign=us_shopping_childrens_22852179116&utm_adgroup=&utm_term=&utm_content=766933689252&gad_source=1&gad_campaignid=22852179116&gbraid=0AAAAADwY45jehVqhEXbYsnOVyAVqiOODy&gclid=CjwKCAjwvsvTBhBaEiwAmf-3nvCQgLHpkbtc66Wj-qhfBNVn9AgOCSaasxqQONUVNxIOTlp3draMARoCyQYQAvD_BwE#idiq=32756184&edition=6764647,
,219,The Beginner's Bible for Toddlers,Catholic compatible. No conflicting teaching,1-4,Zonderkidz,new,6,1,6,https://www.target.com/p/the-beginner-s-bible-for-little-ones-board-book/-/A-88900417?sid=2830S&TCID=PDS-336241849&gclsrc=aw.ds&ds_rl=1246978&ds_rl=1248099&gad_source=1&gad_campaignid=336241849&gbraid=0AAAAAD-5dfYyffubqVF8fmoEp22B13ov0&gclid=CjwKCAjwvsvTBhBaEiwAmf-3ngZ-RBcvTeINg0V2g3hQvA3cm5_KM1ufJoyzN3DsAt6azgpcBR6qChoC7lcQAvD_BwE,
,220,Jesus Is Born: Christmas Story,Catholic compatible,2-5,Grosset & Dunlap/Thomas Nelson,new,15,1,15,https://litpress.org/Products/2582/Jesus-Is-Born?gad_source=1&gad_campaignid=211064100&gbraid=0AAAAAD66FGYGZY13LXZdyY9C6Nqz81n6g&gclid=CjwKCAjwvsvTBhBaEiwAmf-3npL2gKBS05F8-qcBQPJo8L_xF33RrI0lE157WfRRSZB-TWywVBKY2RoC7TMQAvD_BwE,
,221,On Noah's Ark by Jan Brett (board book),General Christian,0-2,G.P. Putnam's Sons Books for Young Readers,used,5,1,5,https://www.thriftbooks.com/w/on-noahs-ark_jan-brett/286335/item/1662036/?utm_source=google&utm_medium=cpc&utm_campaign=high_vol_midlist_standard_shopping_customer_acquisition_20381777654&utm_adgroup=&utm_term=&utm_content=666157863328&gad_source=1&gad_campaignid=20381777654&gbraid=0AAAAADwY45heXE3P6a_dngO8FJdgYkKqF&gclid=CjwKCAjwvsvTBhBaEiwAmf-3nvXe1a2QXuixd6F9ZP7jjaXBbE7ExzrqBLLHyB4TP4O-0NA2XoDyPhoChAgQAvD_BwE#idiq=1662036&edition=5044556,
,222,Jonah and the Whale (picture book),Catholic compatible,3-6,Miles Kelly Publishing,used,7,1,7,https://www.christianbook.com/jonah-and-the-whale/9781789896619/pd/896619?en=google&event=SHOP&kw=preorder-0-20%7C896619&p=1179710&utm_source=google&p=1229913&dv=c&cb_src=google&cb_typ=shopping&cb_cmp=23253333512&cb_adg=191394764591&cb_kyw=&utm_medium=shopping&gad_source=1&gad_campaignid=23253333512&gbraid=0AAAAAD_dTHaadriQnuUAXAS1AjHSn9C30&gclid=CjwKCAjwvsvTBhBaEiwAmf-3nl6Jegm9H1GNAJCFuwwo34Uve48LNfZLC79ifuF5dCKPKR_I3h6C3xoCNRMQAvD_BwE,
,223,Moses and the Burning Bush by Juniper Dale (picture book),Catholic compatible,4-10,Independently published,used,14,1,14,https://www.betterworldbooks.com/product/detail/moses-and-the-burning-bush-my-quiet-time-bible-story-read-along-with-me-fully-illustrated-teaching-k-9798264599057?shipto=US&curcode=USD&utm_source=google&utm_medium=cpc&utm_campaign=Shopping-New-USA&utm_content=186849722375&utm_term=&creative=777596326024&device=c&placement=&gad_source=4&gad_campaignid=23072334438&gbraid=0AAAAADMQnG-ehafpLY4je1XnzMSt2V0iy&gclid=CjwKCAjwvsvTBhBaEiwAmf-3nkF7VD5DBbenNgVXgeny2KztelSCjHrOYBiM48ix1OJceOAuzWYd9xoCpYkQAvD_BwE,
